daily_cost_EUR,objective_value,grid_energy_cost_EUR,imported_energy_kWh,exported_energy_kWh,export_energy_kWh,carbon_emissions_kgCO2,carbon_intensity_avg_gCO2_per_kWh,pv_generation_kWh,pv_used_locally_kWh,renewable_self_consumption_ratio_pct,PV_self_consumption_kWh,renewable_self_consumption_ratio,battery_throughput_kWh,equivalent_full_cycles,mean_daily_peak_import_kW,horizon_max_grid_import_kW,peak_contract_violation_count,peak_contract_violation_energy_kWh,VPP_tracking_RMSE_kW,VPP_tracking_MAE_kW,DR_success_rate_pct,DR_interval_compliance_pct,DR_event_count,DR_successful_event_count,DR_event_compliance_pct,DR_max_violation_kW,feasible_DR_success_pct,DR_violation_energy_kWh,min_SOC,max_SOC,final_SOC,terminal_SOC_error,hard_clip_fraction_pct,soft_coach_fraction_pct,physical_projection_fraction_pct,service_coaching_fraction_pct,mean_reward,day_index,date,controller,scenario
561.825028199674,299.228624433988,561.825028199674,13662.189451158,0,0,6680.54219382085,488.980351041362,916.3,916.3,100,916.3,1,0,0,912.118271702812,912.118271702812,30,1061.21569066553,188.684270859019,155.083279412294,0,0,1,0,0,339.253369310989,0,534.825659545437,0.55,0.55,0.55,0,0,0,0,0,-3.11696483785404,65,2019-12-05,no_battery,baseline_real
416.21252524639,240.588827511986,416.21252524639,13477.3741385472,0,0,4841.43595596645,359.226946302488,617.4,617.4,100,617.4,1,0,0,900.595676213686,900.595676213686,26,769.506327702239,169.994072884263,144.663708226795,0,0,1,0,0,319.672170257044,0,567.695261989991,0.55,0.55,0.55,0,0,0,0,0,-2.50613361991652,66,2019-12-06,no_battery,baseline_real
343.694792055911,138.593386449029,343.694792055911,12915.2735511695,0,0,4213.96425855478,326.27758458691,380,380,100,380,1,0,0,765.545475856274,765.545475856274,21,223.83111634695,123.571655505541,110.320649858054,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.44368110884405,67,2019-12-07,no_battery,baseline_real
23.7339204267613,72.6792157178592,23.7339204267613,10195.5828072755,0,0,2756.32294841285,270.344815055198,476.1,476.1,100,476.1,1,0,0,568.805564863188,568.805564863188,0,0,117.693701003149,96.1135415961389,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-0.7570751637277,68,2019-12-08,no_battery,baseline_real
213.659604637484,95.063829894469,213.659604637484,8061.29017645627,0,0,3092.78234407475,383.658481009343,584.2,584.2,100,584.2,1,0,0,445.568578245231,445.568578245231,0,0,100.605279392684,82.415812281812,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-0.990248228067385,69,2019-12-09,no_battery,baseline_real
527.064896071239,273.388387033982,527.064896071239,13475.7636355992,0,0,6020.67182777947,446.777784961629,890.2,890.2,100,890.2,1,0,0,945.26377787535,945.26377787535,32,863.222160892733,199.223821768595,159.657005510208,0,0,1,0,0,299.264619451159,0,524.539131208624,0.55,0.55,0.55,0,0,0,0,0,-2.84779569827064,70,2019-12-10,no_battery,baseline_real
596.125748046443,269.751241331943,596.125748046443,14570.7143411521,0,0,7485.5095272377,513.736619356838,424.4,424.4,100,424.4,1,0,0,961.892277368952,961.892277368952,31,1163.62426595079,159.199132726925,132.811550666903,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.80990876387441,71,2019-12-11,no_battery,baseline_real
648.642085394571,338.213514909703,648.642085394571,14788.6286690423,0,0,7501.82462504499,507.269794443408,328.1,328.1,100,328.1,1,0,0,954.044072854661,954.044072854661,32,1286.31004712293,175.817341224314,152.23275652793,0,0,1,0,0,356.405519779892,0,546.961506073459,0.55,0.55,0.55,0,0,0,0,0,-3.52305744697607,72,2019-12-12,no_battery,baseline_real
541.044343214204,287.026365452378,541.044343214204,14344.1910439501,0,0,6718.1520882113,468.35350056529,335.9,335.9,100,335.9,1,0,0,886.495729820341,886.495729820341,33,868.410439233761,159.084902180537,144.261266523145,0,0,1,0,0,341.832814074389,0,548.321580405202,0.55,0.55,0.55,0,0,0,0,0,-2.98985797346227,73,2019-12-13,no_battery,baseline_real
301.82402798906,149.227706040716,301.82402798906,13794.1543579915,0,0,4367.21389592881,316.598885483597,444.3,444.3,100,444.3,1,0,0,840.303376387214,840.303376387214,27,569.509515455188,135.884257479153,121.747925585939,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.55445527125746,74,2019-12-14,no_battery,baseline_real
172.677127510492,98.7458442853609,172.677127510492,10730.9184388358,0,0,3161.9837309077,294.661053378646,558,558,100,558,1,0,0,594.158625942649,594.158625942649,0,0,134.00601373531,111.374505775439,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.02860254463918,75,2019-12-15,no_battery,baseline_real
349.355893769439,131.067422373222,349.355893769439,8506.80936322072,0,0,4176.07826077179,490.910055987279,555.6,555.6,100,555.6,1,0,0,469.13942434654,469.13942434654,0,0,101.651227090457,86.9985501663377,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.36528564972107,76,2019-12-16,no_battery,baseline_real
534.037121451649,325.537485694271,534.037121451649,14719.7658620505,0,0,6549.44638759903,444.942293850228,659.9,659.9,100,659.9,1,0,0,996.541398564747,996.541398564747,34,1450.34549514304,217.327415424192,168.353561747352,0,0,1,0,0,333.511285275758,0,566.669580497965,0.55,0.55,0.55,0,0,0,0,0,-3.39101547598199,77,2019-12-17,no_battery,baseline_real
622.74943444859,295.423553357839,622.74943444859,15009.0385669741,0,0,7553.38810478172,503.255959472462,601,601,100,601,1,0,0,969.722314127717,969.722314127717,34,1499.97518684674,176.182207185065,157.207992777821,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-3.07732868081082,78,2019-12-18,no_battery,baseline_real
521.488160379753,292.862270564836,521.488160379753,14887.5240862671,0,0,6587.61405179405,442.492251473213,841.8,841.8,100,841.8,1,0,0,1001.8836827119,1001.8836827119,32,1721.84820193418,214.009651981068,186.465614837432,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-3.05064865171704,79,2019-12-19,no_battery,baseline_real
441.78468229813,230.303367988926,441.78468229813,14915.5233076154,0,0,5956.53717435617,399.351538092865,547.9,547.9,100,547.9,1,0,0,949.434106456694,949.434106456694,35,1285.00327805127,167.159534265783,146.543553706115,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.39899341655131,80,2019-12-20,no_battery,baseline_real
403.252967755014,204.761193814528,403.252967755014,13952.9896042964,0,0,6405.42880501839,459.072140571655,623.5,623.5,100,623.5,1,0,0,836.636813834711,836.636813834711,28,669.796020812455,150.822449065918,133.770402028834,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.13292910223467,81,2019-12-21,no_battery,baseline_real
289.939360265209,144.790597069822,289.939360265209,11170.526744089,0,0,5071.97405163293,454.049676244392,314.4,314.4,100,314.4,1,0,0,577.234681796999,577.234681796999,0,0,112.047297325331,91.6315489301939,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.50823538614398,82,2019-12-22,no_battery,baseline_real
216.047499494986,100.621898977188,216.047499494986,8770.37681929396,0,0,3386.42219742569,386.12049028223,328.3,328.3,100,328.3,1,0,0,455.306182888145,455.306182888145,0,0,92.9949095755466,79.7638548478955,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.04814478101237,83,2019-12-23,no_battery,baseline_real
370.076119087023,244.701776312577,370.076119087023,14967.9367876079,0,0,6601.78401982131,441.061725039286,372.8,372.8,100,372.8,1,0,0,951.466043689609,951.466043689609,31,1339.12233183948,203.261776701294,159.836639835758,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.54897683658934,84,2019-12-24,no_battery,baseline_real
445.273459732836,295.346831468383,445.273459732836,15363.5218734342,0,0,7786.31569118902,506.805389762402,265.6,265.6,100,265.6,1,0,0,1013.62424421038,1013.62424421038,34,1653.47571957146,180.59494935167,159.425258893249,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-3.07652949446232,85,2019-12-25,no_battery,baseline_real
528.982480118326,318.11437711684,528.982480118326,15214.6294079167,0,0,8812.25825780472,579.196378797069,541.3,541.3,100,541.3,1,0,0,1004.13981537939,1004.13981537939,33,1551.55684191677,188.13632381152,165.760187402619,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-3.31369142830042,86,2019-12-26,no_battery,baseline_real
580.387997778864,304.967911421935,580.387997778864,14996.906505805,0,0,8733.19506996222,582.333100935302,414.8,414.8,100,414.8,1,0,0,974.967945426975,974.967945426975,32,1332.87999735708,170.027086540121,148.108080068151,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-3.17674907731182,87,2019-12-27,no_battery,baseline_real
489.117332866072,247.633869531853,489.117332866072,13953.2867173299,0,0,7904.15867518883,566.472891678771,717.4,717.4,100,717.4,1,0,0,856.641220255584,856.641220255584,30,736.049052238313,160.262661520787,143.772426044633,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.57951947429014,88,2019-12-28,no_battery,baseline_real
316.710996863567,154.372017363869,316.710996863567,10676.5427088783,0,0,4997.43254398858,468.075919354761,1087.2,1087.2,100,1087.2,1,0,0,624.560538329232,624.560538329232,0,0,163.806275808447,131.386722790286,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.6080418475403,89,2019-12-29,no_battery,baseline_real
208.821240918486,95.6858479858223,208.821240918486,8062.90604520614,0,0,2836.42023648688,351.786343606632,1053.8,1053.8,100,1053.8,1,0,0,485.759015792369,485.759015792369,0,0,136.938722163996,111.356638017214,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-0.996727583185649,90,2019-12-30,no_battery,baseline_real
537.320455213289,273.047388208519,537.320455213289,15112.2841189431,0,0,7057.10253487593,466.977888936717,0,0,,0,,0,0,940.375455020442,940.375455020442,36,1423.7123295178,208.088915525621,178.888707930197,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-2.84424362717207,91,2019-12-31,no_battery,baseline_real
418.811385758182,482.653988974393,418.811385758182,9965.67346474318,130.336747180591,130.336747180591,4958.59861473321,497.56783947175,1584.7,1584.7,100,1584.7,1,1330,0.16625,811.616942971447,811.616942971447,14,212.488409091106,222.114744242045,193.812199093535,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,29.1666666666667,0,29.1666666666667,0,-5.02764571848326,0,2019-10-01,rule_based,baseline_real
391.816215402539,472.048587815167,391.816215402539,10172.6563526112,59.8480328325113,59.8480328325113,4551.50080026886,447.425003116374,1639,1639,100,1639,1,1330,0.16625,795.433658773249,795.433658773249,17,253.801831470524,244.438444215337,195.014551923782,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,25,0,25,0,-4.91717278974132,1,2019-10-02,rule_based,baseline_real
416.074246076313,475.645485706171,416.074246076313,10315.0320811782,396.500752388035,396.500752388035,5580.26945206214,540.984207140224,1694.9,1694.9,100,1694.9,1,1330,0.16625,810.061517391848,810.061517391848,18,337.904607702154,283.041998729671,211.414657482238,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,42.7083333333333,0,42.7083333333333,0,-4.95464047610594,2,2019-10-03,rule_based,baseline_real
466.806178851314,558.333355051712,466.806178851314,10468.0483395621,0,0,5181.6261392577,494.994479503375,939.8,939.8,100,939.8,1,1330,0.16625,774.52536359043,774.52536359043,20,223.797613940697,209.947951663648,177.663893206891,100,100,0,0,100,0,100,0,0.2,0.530263157894737,0.2,0.35,62.5,0,62.5,0,-5.81597244845533,3,2019-10-04,rule_based,baseline_real
347.621200143747,275.77385288401,347.621200143747,9517.92944694442,0,0,4656.88085719551,489.274572075182,1247.3,1247.3,100,1247.3,1,1330,0.16625,680.716792237602,680.716792237602,1,1.06173165631907,157.526329796648,131.525329284815,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,4.16666666666667,0,4.16666666666667,0,-2.87264430087511,4,2019-10-05,rule_based,baseline_real
267.166644462183,124.090168529242,267.166644462183,8380.49653126777,0,0,3976.83412990767,474.534428248975,1325.1,1325.1,100,1325.1,1,0,0,504.238594817891,504.238594817891,0,0,138.36453899452,109.381706172848,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.29260592217961,5,2019-10-06,rule_based,baseline_real
192.90718965191,435.837995385549,192.90718965191,4882.78926180343,424.769253399352,424.769253399352,2621.62856587004,536.91208555287,1989.8,1945.48769925863,97.7730274026854,1945.48769925863,0.977730274026854,1330,0.16625,422.939971017871,422.939971017871,0,0,233.442467960316,185.517977384104,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,56.25,0,56.25,0,-4.53997911859947,6,2019-10-07,rule_based,baseline_real
361.483905345896,187.378863504249,361.483905345896,10823.0472860721,35.0606782898561,35.0606782898561,4800.31803665744,443.527401274025,779.3,779.3,100,779.3,1,825.000017881393,0.103125002235174,795.413971910145,795.413971910145,9,149.146004257509,174.228710459532,142.583888444425,100,100,0,0,100,0,100,0,0.332894732136475,0.55,0.332894732136475,0.217105267863525,4.16666666666667,0,4.16666666666667,0,-1.9518631615026,7,2019-10-08,rule_based,baseline_real
373.435047443363,190.197299396928,373.435047443363,10886.0147531287,88.4034841405783,88.4034841405783,4735.53765776194,435.011137239264,1103.7,1103.7,100,1103.7,1,825.000017881393,0.103125002235174,809.012826570892,809.012826570892,16,195.661995403549,198.718411205417,155.551134549226,100,100,0,0,100,0,100,0,0.332894732136475,0.55,0.332894732136475,0.217105267863525,4.16666666666667,0,4.16666666666667,0,-1.981221868718,8,2019-10-09,rule_based,baseline_real
321.795178775084,162.830150791079,321.795178775084,11110.1172603693,66.1449831654645,66.1449831654645,4231.04892867717,380.828467379879,1621.7,1621.7,100,1621.7,1,2250,0.28125,764.561362319275,764.561362319275,14,189.801925011032,204.483480934968,147.952590471699,100,100,0,0,100,0,100,0,0.332894732136475,0.573363475766229,0.464810841834467,0.0851891581655334,6.25,0,6.25,0,-1.69614740407374,9,2019-10-10,rule_based,baseline_real
275.675752451521,146.844308822532,275.675752451521,11585.8014453203,0,0,3722.54888215445,321.302665139152,1678,1678,100,1678,1,759.374979883432,0.094921872485429,760.456965524923,760.456965524923,12,113.555318619362,146.655636146993,117.67549567739,100,100,0,0,100,0,100,0,0.55,0.730351557722316,0.730351557722316,0.180351557722316,2.08333333333333,0,2.08333333333333,0,-1.52962821690137,10,2019-10-11,rule_based,baseline_real
260.031036361809,174.474710555103,260.031036361809,10833.1444738005,0,0,4196.69004040708,387.393526464694,2333.3,2333.3,100,2333.3,1,1473.68421052631,0.184210526315789,650.464331039409,650.464331039409,0,0,124.991029590842,100.416932578476,100,100,0,0,100,0,100,0,0.55,0.9,0.9,0.35,5.20833333333333,0,5.20833333333333,0,-1.81744490161565,11,2019-10-12,rule_based,baseline_real
174.487445754906,144.723956950018,174.487445754906,8718.53116436206,0,0,3355.36636325253,384.854547170509,2325.2,2325.2,100,2325.2,1,1473.68421052631,0.184210526315789,460.4790183229,460.4790183229,0,0,100.642334804196,83.4716545365033,100,100,0,0,100,0,100,0,0.55,0.9,0.9,0.35,7.29166666666667,0,7.29166666666667,0,-1.50754121822935,12,2019-10-13,rule_based,baseline_real
136.665517646534,386.258429648786,136.665517646534,5045.74312088074,1240.45893769908,1240.45893769908,2368.37752312895,469.381311412371,2654.2,2208.07524445752,83.1917430659905,2208.07524445752,0.831917430659905,1330,0.16625,390.642576688087,390.642576688087,0,0,270.159318854082,199.651586343354,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,29.1666666666667,0,29.1666666666667,0,-4.02352530884152,13,2019-10-14,rule_based,baseline_real
394.242012549572,510.044994549106,394.242012549572,9278.08109478941,341.715810170595,341.715810170595,5144.62799472696,554.492673880184,2018.2,2018.2,100,2018.2,1,1330,0.16625,741.265575439575,741.265575439575,16,104.701363789558,242.598719970915,213.717930723573,0,0,1,0,0,240.028103831373,0,410.352494581055,0.2,0.55,0.2,0.35,46.875,0,46.875,0,-5.31296869321985,14,2019-10-15,rule_based,baseline_real
362.178916970126,449.312070151904,362.178916970126,9744.28174510747,234.411006361056,234.411006361056,4641.65783015656,476.346841314097,1613.7,1613.7,100,1613.7,1,1330,0.16625,757.725263227537,757.725263227537,11,77.229989703475,246.303961665423,191.065808485673,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,16.6666666666667,0,16.6666666666667,0,-4.68033406408234,15,2019-10-16,rule_based,baseline_real
420.006917834303,526.092312584645,420.006917834303,9789.71181362135,201.557629068751,201.557629068751,5197.9155808271,530.956955606676,1563.5,1563.5,100,1563.5,1,1330,0.16625,768.231469558988,768.231469558988,14,137.083494805931,260.907807263933,204.773691864791,0,0,1,0,0,320.080391487531,0,507.271893955034,0.2,0.55,0.2,0.35,37.5,0,37.5,0,-5.48012825609005,16,2019-10-17,rule_based,baseline_real
306.687174516469,317.24152550925,306.687174516469,9482.88529800917,214.217458370954,214.217458370954,4058.88824696523,428.022497310744,1555.2,1555.2,100,1555.2,1,1237.50002682209,0.154687503352761,703.363881046615,703.363881046615,7,24.928889449973,241.606332527623,181.351057213249,100,100,0,0,100,0,100,0,0.224342098204713,0.55,0.224342098204713,0.325657901795287,2.08333333333333,0,2.08333333333333,0,-3.30459922405469,17,2019-10-18,rule_based,baseline_real
333.904170784618,148.016830161938,333.904170784618,10056.2667410471,0,0,4483.55758241109,445.847121786295,908,908,100,908,1,412.500008940697,0.0515625011175871,626.505901488559,626.505901488559,0,0,111.207576787014,89.0267116237014,100,100,0,0,100,0,100,0,0.441447366068238,0.55,0.441447366068238,0.108552633931762,2.08333333333333,0,2.08333333333333,0,-1.54184198085352,18,2019-10-19,rule_based,baseline_real
239.002959063832,392.05071610437,239.002959063832,6702.01998778048,245.913950960737,245.913950960737,3750.25605625676,559.571004427686,1416.7,1416.7,100,1416.7,1,1330,0.16625,486.320498214621,486.320498214621,0,0,233.85576518714,175.631773024257,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,35.4166666666667,0,35.4166666666667,0,-4.08386162608719,19,2019-10-20,rule_based,baseline_real
235.62577568373,433.43782166678,235.62577568373,5527.75048125694,410.943847634276,410.943847634276,3156.46313219942,571.021275815924,1177.4,1177.4,100,1177.4,1,1330,0.16625,402.510791117719,402.510791117719,0,0,192.967189387406,136.572660513674,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,61.4583333333333,0,61.4583333333333,0,-4.51497730902895,20,2019-10-21,rule_based,baseline_real
450.454147250034,600.044181885739,450.454147250034,9266.6390248727,16.7826977982694,16.7826977982694,5351.24705990982,577.47442687111,1432.6,1432.6,100,1432.6,1,1330,0.16625,721.264986975643,721.264986975643,9,52.8878107870069,189.112811135919,156.074690655147,0,0,1,0,0,283.732296576923,0,466.54452867581,0.2,0.530263157894737,0.2,0.35,75,0,75,0,-6.25046022797644,21,2019-10-22,rule_based,baseline_real
427.515623500976,556.886490163869,427.515623500976,9547.68700773198,0.974002858630215,0.974002858630215,5368.31179639063,562.263068745679,1354.2,1354.2,100,1354.2,1,1330,0.16625,775.773407733681,775.773407733681,10,99.4954133047298,217.69251745873,187.95673223727,100,100,0,0,100,0,100,0,0.2,0.530263157894737,0.2,0.35,53.125,0,53.125,0,-5.80090093920697,22,2019-10-23,rule_based,baseline_real
367.538484466385,527.756822827998,367.538484466385,9729.96348349313,19.9820797063448,19.9820797063448,4987.33725191992,512.575125320967,1279.8,1279.8,100,1279.8,1,1330,0.16625,730.621801966068,730.621801966068,10,74.926526144367,219.326124822652,180.094156234873,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,33.3333333333333,0,33.3333333333333,0,-5.49746690445831,23,2019-10-24,rule_based,baseline_real
313.750425814416,378.946649142463,313.750425814416,9331.2143893494,145.38362036339,145.38362036339,4033.57504605866,432.266892363181,1652.4,1652.4,100,1652.4,1,1330,0.16625,753.446140537848,753.446140537848,9,78.7211614385495,251.895899862515,198.660455682735,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,10.4166666666667,0,10.4166666666667,0,-3.94736092856732,24,2019-10-25,rule_based,baseline_real
214.711873494612,150.165970665961,214.711873494612,10981.4809031097,0,0,3422.08713748425,311.623465694431,2015.9,2015.9,100,2015.9,1,1473.68421052631,0.184210526315789,657.141972293667,657.141972293667,0,0,112.739020378825,88.2912666519248,100,100,0,0,100,0,100,0,0.55,0.9,0.9,0.35,3.125,0,3.125,0,-1.56422886110376,25,2019-10-26,rule_based,baseline_real
209.375488539795,104.827054124979,209.375488539795,8339.32387463367,0,0,2964.51773580286,355.486581450595,1225.4,1225.4,100,1225.4,1,1087.4999910593,0.135937498882413,511.056052539576,511.056052539576,0,0,110.648045391217,85.2673881668373,100,100,0,0,100,0,100,0,0.55,0.710312495753169,0.601759861821407,0.0517598618214072,6.25,0,6.25,0,-1.09194848046853,26,2019-10-27,rule_based,baseline_real
214.311004513306,308.71736948835,214.311004513306,5372.95464552408,564.28592297087,564.28592297087,2877.97004789323,535.640115683969,1398.4,1398.4,100,1398.4,1,1330,0.16625,403.838526423287,403.838526423287,0,0,216.933811719363,152.767971169531,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,43.75,0,43.75,0,-3.21580593217031,27,2019-10-28,rule_based,baseline_real
480.483484655393,602.152117716988,480.483484655393,9466.18306479433,0,0,5574.28406942109,588.862906122364,1187.9,1187.9,100,1187.9,1,1330,0.16625,720.406849611159,720.406849611159,6,43.3280950742061,183.662079245976,156.355645800285,0,0,1,0,0,258.098445106332,0,406.067425905368,0.2,0.530263157894737,0.2,0.35,87.5,0,87.5,0,-6.27241789288529,28,2019-10-29,rule_based,baseline_real
476.067224778093,580.504884365324,476.067224778093,9407.06643721773,0,0,5537.3073284768,588.632743845545,1584,1584,100,1584,1,1330,0.16625,770.674951011103,770.674951011103,13,151.583271082271,238.161727098425,207.214744283955,100,100,0,0,100,0,100,0,0.2,0.530263157894737,0.2,0.35,87.5,0,87.5,0,-6.04692587880546,29,2019-10-30,rule_based,baseline_real
411.689173201718,552.549136286751,411.689173201718,9055.42580557602,0,0,4939.57045347047,545.481853589795,2027.9,2027.9,100,2027.9,1,1330,0.16625,732.329036920081,732.329036920081,16,142.654406690803,255.196835696335,220.051631572105,100,100,0,0,100,0,100,0,0.2,0.530263157894737,0.2,0.35,46.875,0,46.875,0,-5.75572016965366,30,2019-10-31,rule_based,baseline_real
359.033779483853,155.640730534447,359.033779483853,11225.191454326,0,0,5174.25675917701,460.950423895261,757.2,757.2,100,757.2,1,0,0,721.580789133417,721.580789133417,1,11.2777308802728,121.11253822543,100.468753765617,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.62125760973383,31,2019-11-01,rule_based,baseline_real
291.178590035813,125.900659187877,291.178590035813,10581.3380232455,0,0,4056.68338246457,383.380946110282,819,819,100,819,1,0,0,627.647244888616,627.647244888616,0,0,115.353489748303,98.9622891620908,100,100,0,0,100,0,100,0,0.55,0.55,0.55,0,0,0,0,0,-1.31146519987372,32,2019-11-02,rule_based,baseline_real
182.019422241765,272.992989584838,182.019422241765,7181.29158516235,86.825333978643,86.825333978643,3473.22151190838,483.648584759403,700.5,700.5,100,700.5,1,1330,0.16625,462.567745939691,462.567745939691,0,0,185.835809442084,136.782824087905,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,10.4166666666667,0,10.4166666666667,0,-2.84367697484207,33,2019-11-03,rule_based,baseline_real
198.505384821819,257.795743274898,198.505384821819,5640.65591459344,269.245559665325,269.245559665325,2994.81149346529,530.933199757346,940.7,940.7,100,940.7,1,1330,0.16625,390.29740235096,390.29740235096,0,0,174.353051089376,130.583582671964,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,17.7083333333333,0,17.7083333333333,0,-2.68537232578019,34,2019-11-04,rule_based,baseline_real
446.025332612001,486.039857561326,446.025332612001,10139.7892298864,71.4297317676615,71.4297317676615,5785.41728461939,570.56583262769,715.9,715.9,100,715.9,1,1330,0.16625,694.903993110142,694.903993110142,10,19.4416852256157,190.403877859692,156.153366294022,100,100,0,0,100,0,100,0,0.2,0.55,0.2,0.35,66.6666666666667,0,66.6666666666667,0,-5.06291518293048,35,2019-11-05,rule_based,baseline_real
